variant_select,variant_simulation,variant_backprop,variant_finalmove,winrate,moveTime,maxMoves,game_numPlayers,game_numCells,game_numVertices,game_numEdges,game_numComponents,game_numPhases,game_numRows,game_numColumns,game_numCorners,game_numPlayableSites,game_avgNumDirections,game_avgNumOrthogonal,game_avgNumDiagonal,game_isStacking,game_isStochastic,game_hasHiddenInfo,game_requiresTeams,game_hasTrack,game_hasCard,game_hasHandDice,game_isVertexGame,game_isEdgeGame,game_isCellGame,game_isDeductionPuzzle,game_isSimultaneous,game_isAlternating,game_maxCount,game_maxLocalStates,game_stateSpaceLog
Alpha-Beta,MAST,Implicit Minimax,MaxAvgScore,0.06666666666666667,0.5,1000,2,37,27,63,2,1,6,6,6,27,4.67,4.67,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 GRAVE,Random,Score Bounded,Robust,0.06666666666666667,0.5,1000,2,0,17,28,4,4,5,5,12,19,3.29,3.29,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Implicit Minimax,MAST,MonteCarlo,Robust,0.0,0.5,1000,2,4,5,8,2,1,3,3,4,5,3.2,3.2,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
Alpha-Beta,Random,Score Bounded,Proportional Exp,0.03333333333333333,0.5,1000,2,61,150,210,2,1,9,9,6,61,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,Random,MonteCarlo,Proportional Exp,0.43333333333333335,0.5,1000,2,36,49,84,2,1,6,6,4,36,6.11,3.33,2.78,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,MAST,Score Bounded,Robust,0.0,0.5,1000,2,0,5,7,2,2,3,3,5,7,2.8,2.8,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
UCB1,NST,Implicit Minimax,MaxAvgScore,0.13333333333333333,0.5,1000,2,37,96,132,2,1,7,7,6,37,8.76,4.86,3.89,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 tuned,Random,Score Bounded,Robust,0.5,0.5,1000,2,36,49,84,2,1,6,6,4,36,6.11,3.33,2.78,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 tuned,MAST,MonteCarlo,MaxAvgScore,0.5,0.5,1000,2,0,5,6,2,2,3,3,4,7,2.4,2.4,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
UCB1 GRAVE,MAST,Implicit Minimax,Proportional Exp,0.06666666666666667,0.5,1000,2,81,100,180,9,1,9,9,4,81,6.72,3.56,3.16,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,NST,MonteCarlo,Proportional Exp,0.4,0.5,1000,2,46,39,84,2,1,8,8,6,39,4.77,4.31,0.46,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 GRAVE,Random,Score Bounded,MaxAvgScore,0.43333333333333335,0.5,1000,2,61,150,210,3,1,9,9,6,61,9.44,5.11,4.33,1,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,MAST,MonteCarlo,MaxAvgScore,0.5,0.5,1000,2,52,69,120,3,1,8,8,12,52,6.54,3.38,3.15,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,Random,Implicit Minimax,Robust,0.26666666666666666,0.5,1000,2,64,81,144,1,1,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,NST,Score Bounded,Robust,0.0,0.5,1000,2,35,48,82,2,2,8,6,4,48,6.33,3.42,2.92,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 tuned,NST,Implicit Minimax,Proportional Exp,0.03333333333333333,0.5,1000,2,4,8,16,2,3,4,4,2,9,4.0,4.0,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
UCB1 GRAVE,NST,MonteCarlo,Robust,0.43333333333333335,0.5,1000,2,52,36,87,2,1,7,7,6,36,4.83,4.83,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
Progressive History,MAST,Score Bounded,MaxAvgScore,0.4666666666666667,0.5,1000,2,91,216,306,2,1,11,11,6,91,9.89,5.27,4.62,0,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,Random,MonteCarlo,MaxAvgScore,0.03333333333333333,0.5,1000,2,2,9,10,2,1,3,3,4,9,3.11,2.22,0.89,0,0,0,0,0,0,0,1,0,0,0,,,,,
McGRAVE,MAST,MonteCarlo,Proportional Exp,0.0,0.5,1000,2,127,294,420,3,2,13,13,6,127,10.2,5.39,4.82,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Widening,MAST,Implicit Minimax,Robust,0.03333333333333333,0.5,1000,2,4,11,14,2,1,5,5,2,11,2.55,2.55,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
McGRAVE,Random,Implicit Minimax,MaxAvgScore,0.0,0.5,1000,2,49,64,112,3,1,7,7,4,49,6.37,3.43,2.94,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Widening,Random,Score Bounded,Proportional Exp,0.16666666666666666,0.5,1000,2,4,11,18,2,2,3,5,2,17,3.27,3.27,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
UCB1 tuned,NST,MonteCarlo,Robust,0.43333333333333335,0.5,1000,2,12,11,22,2,2,3,5,2,25,4.0,4.0,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Implicit Minimax,NST,Score Bounded,MaxAvgScore,0.36666666666666664,0.5,1000,2,100,121,220,2,1,10,10,4,100,6.84,3.6,3.24,0,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,MAST,Implicit Minimax,Proportional Exp,0.13333333333333333,0.5,1000,2,16,25,40,3,1,4,4,4,16,5.25,3.0,2.25,0,0,0,0,0,0,0,0,0,1,0,,,,,
McGRAVE,NST,Score Bounded,Robust,0.4,0.5,1000,2,16,25,40,2,1,5,5,4,25,5.76,3.2,2.56,0,0,0,0,0,0,0,1,0,0,0,,,,,
Progressive Widening,NST,MonteCarlo,MaxAvgScore,0.0,0.5,1000,2,4,7,11,2,1,3,3,4,7,3.14,3.14,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
Implicit Minimax,Random,MonteCarlo,Robust,0.5,0.5,1000,2,49,64,112,2,1,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,1,0,0,0,,,,,
Alpha-Beta,Random,MonteCarlo,Proportional Exp,0.0,0.5,1000,2,0,9,16,2,1,3,3,8,9,3.56,3.56,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
Alpha-Beta,MAST,Score Bounded,Robust,0.1,0.5,1000,2,64,81,144,2,1,9,9,4,81,6.72,3.56,3.16,0,0,0,0,0,0,0,1,0,0,0,,,,,
Alpha-Beta,NST,Implicit Minimax,MaxAvgScore,0.0,0.5,1000,2,9,16,24,2,1,4,4,4,16,5.25,3.0,2.25,0,0,0,0,0,0,0,1,0,0,0,,,,,
Implicit Minimax,Random,Implicit Minimax,Robust,0.0,0.5,1000,2,4,5,8,2,1,3,3,4,5,3.2,3.2,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
Implicit Minimax,MAST,MonteCarlo,MaxAvgScore,0.3,0.5,1000,2,36,49,84,1,1,6,6,4,36,6.11,3.33,2.78,1,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,MAST,Implicit Minimax,Robust,0.5,0.5,1000,2,0,10,15,2,2,4,7,3,12,3.0,3.0,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Implicit Minimax,NST,Score Bounded,Proportional Exp,0.23333333333333334,0.5,1000,2,36,49,84,2,1,6,6,4,36,6.11,3.33,2.78,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,Random,Score Bounded,MaxAvgScore,0.43333333333333335,0.5,1000,2,60,77,136,12,1,6,10,4,72,6.47,3.47,3.0,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,MAST,MonteCarlo,Robust,0.0,0.5,1000,2,0,5,7,2,1,3,3,5,7,2.8,2.8,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
UCB1,NST,Implicit Minimax,Proportional Exp,0.0,0.5,1000,2,4,8,16,2,2,4,4,2,9,4.0,4.0,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
UCB1 tuned,MAST,Score Bounded,Proportional Exp,0.7666666666666667,0.5,1000,2,61,150,210,1,1,9,9,6,61,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,MAST,Implicit Minimax,MaxAvgScore,0.3333333333333333,0.5,1000,2,91,216,306,2,1,11,11,6,91,9.89,5.27,4.62,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 tuned,Random,Implicit Minimax,Robust,0.43333333333333335,0.5,1000,2,331,726,1056,3,1,21,21,6,331,10.88,5.62,5.26,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,Random,MonteCarlo,Proportional Exp,0.4666666666666667,0.5,1000,2,121,286,406,2,1,11,11,4,121,9.92,5.29,4.63,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,NST,MonteCarlo,Robust,0.2,0.5,1000,2,49,64,112,3,1,7,7,4,49,6.37,3.43,2.94,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 tuned,NST,MonteCarlo,MaxAvgScore,0.5,0.5,1000,2,64,81,144,2,1,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 tuned,Random,Implicit Minimax,Proportional Exp,0.1,0.5,1000,2,0,10,15,2,2,4,7,3,11,3.0,3.0,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
UCB1 GRAVE,NST,Score Bounded,Robust,0.5,0.5,1000,2,61,150,210,1,2,9,9,6,61,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,Random,Score Bounded,MaxAvgScore,0.4666666666666667,0.5,1000,2,61,150,210,1,1,9,9,6,61,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,MAST,Implicit Minimax,Proportional Exp,0.23333333333333334,0.5,1000,2,61,150,210,2,1,9,9,6,61,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,Random,MonteCarlo,Proportional Exp,0.0,0.5,1000,2,36,49,84,2,1,6,6,4,36,6.11,3.33,2.78,0,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,MAST,Score Bounded,Robust,0.0,0.5,1000,2,16,25,40,1,1,4,4,4,16,5.25,3.0,2.25,0,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,NST,Implicit Minimax,MaxAvgScore,0.0,0.5,1000,2,0,5,7,2,2,3,3,5,7,2.8,2.8,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
McGRAVE,Random,Implicit Minimax,Robust,0.5,0.5,1000,2,5,12,16,2,1,1,5,2,5,1.6,1.6,0.0,0,0,0,0,0,0,0,0,0,1,0,,,,,
McGRAVE,MAST,MonteCarlo,MaxAvgScore,0.0,0.5,1000,2,100,121,220,4,1,10,10,4,100,6.84,3.6,3.24,0,0,0,0,0,0,0,0,0,1,0,,,,,
McGRAVE,NST,Score Bounded,Proportional Exp,0.26666666666666666,0.5,1000,2,2,9,10,2,1,3,3,4,9,3.11,2.22,0.89,0,0,0,0,0,0,0,1,0,0,0,,,,,
Progressive Widening,Random,Score Bounded,MaxAvgScore,0.43333333333333335,0.5,1000,2,61,150,210,2,2,9,9,6,61,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,NST,Score Bounded,MaxAvgScore,0.0,0.5,1000,2,8,21,48,2,1,5,7,2,21,6.1,4.57,1.52,0,0,0,0,0,0,0,1,0,0,0,,,,,
Progressive Widening,MAST,MonteCarlo,Robust,0.13333333333333333,0.5,1000,2,64,81,144,2,2,9,9,4,81,6.72,3.56,3.16,0,0,0,0,0,0,0,1,0,0,0,,,,,
Progressive Widening,NST,Implicit Minimax,Proportional Exp,0.06666666666666667,0.5,1000,2,73,48,120,3,1,8,8,6,48,5.0,5.0,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
Alpha-Beta,MAST,Score Bounded,Proportional Exp,0.16666666666666666,0.5,1000,2,121,144,264,2,2,11,11,4,121,6.94,3.64,3.31,0,0,0,0,0,0,0,0,0,1,0,,,,,
Implicit Minimax,MAST,Implicit Minimax,MaxAvgScore,0.0,0.5,1000,2,140,350,465,2,1,16,16,26,140,10.26,5.36,4.9,0,0,0,0,0,0,0,0,0,1,0,,,,,
Alpha-Beta,Random,Implicit Minimax,Robust,0.3333333333333333,0.5,1000,2,96,61,156,2,1,9,9,6,63,5.11,5.11,0.0,1,0,0,0,0,0,0,1,0,1,0,,,,,
Alpha-Beta,NST,MonteCarlo,Robust,0.06666666666666667,0.5,1000,2,73,48,120,3,1,8,8,6,48,5.0,5.0,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
Implicit Minimax,Random,MonteCarlo,Proportional Exp,0.3333333333333333,0.5,1000,2,81,201,281,3,1,6,16,4,81,9.26,5.06,4.2,0,0,0,0,0,0,0,0,0,1,0,,,,,
Alpha-Beta,Random,Score Bounded,MaxAvgScore,0.06666666666666667,0.5,1000,2,121,286,406,2,1,11,11,4,123,9.92,5.29,4.63,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,Random,Implicit Minimax,Proportional Exp,0.5333333333333333,0.5,1000,2,127,294,420,2,2,13,13,6,127,10.2,5.39,4.82,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,MAST,MonteCarlo,MaxAvgScore,0.3333333333333333,0.5,1000,2,41,85,124,4,1,9,9,4,126,7.41,5.07,2.34,0,0,0,0,0,0,0,1,0,1,0,,,,,
McBRAVE,Random,Implicit Minimax,MaxAvgScore,0.03333333333333333,0.5,1000,2,0,12,25,2,1,3,7,2,12,4.17,4.17,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1,NST,Score Bounded,Robust,0.7333333333333333,0.5,1000,2,61,150,210,2,1,9,9,6,61,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 tuned,MAST,Score Bounded,Proportional Exp,0.26666666666666666,0.5,1000,2,324,361,684,2,1,19,19,4,361,7.38,3.79,3.59,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 tuned,NST,Implicit Minimax,MaxAvgScore,0.26666666666666666,0.5,1000,2,73,48,120,3,1,8,8,6,48,5.0,5.0,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 GRAVE,MAST,Implicit Minimax,Robust,0.6666666666666666,0.5,1000,2,121,286,406,2,1,11,11,4,121,9.92,5.29,4.63,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,NST,MonteCarlo,Proportional Exp,0.03333333333333333,0.5,1000,2,49,126,174,6,2,7,7,4,53,8.82,4.9,3.92,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 tuned,Random,MonteCarlo,Robust,0.6333333333333333,0.5,1000,2,121,286,406,2,2,11,11,4,121,9.92,5.29,4.63,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,Random,Score Bounded,MaxAvgScore,0.0,0.5,1000,2,151,379,528,2,1,35,52,12,151,10.12,4.69,5.43,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,Random,Implicit Minimax,Proportional Exp,0.0,0.5,1000,2,169,196,364,2,1,13,13,4,169,7.1,3.69,3.41,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,MAST,MonteCarlo,MaxAvgScore,0.6333333333333333,0.5,1000,2,144,169,312,2,1,13,13,4,169,7.1,3.69,3.41,0,0,0,0,0,0,0,1,0,0,0,,,,,
Progressive History,NST,Score Bounded,Robust,0.5,0.5,1000,2,127,294,420,2,1,13,13,6,127,10.2,5.39,4.82,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,NST,MonteCarlo,Proportional Exp,0.13333333333333333,0.5,1000,2,16,13,28,2,2,5,5,8,31,4.31,4.31,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
McBRAVE,MAST,Score Bounded,Proportional Exp,0.03333333333333333,0.5,1000,2,169,384,552,2,1,15,15,6,169,10.44,5.47,4.97,0,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,NST,Implicit Minimax,MaxAvgScore,0.0,0.5,1000,2,121,286,406,2,1,11,11,4,121,9.92,5.29,4.63,0,0,0,0,0,0,0,0,0,1,0,,,,,
McGRAVE,MAST,Implicit Minimax,Robust,0.0,0.5,1000,2,14,30,96,2,1,4,4,4,30,8.27,6.4,1.87,0,0,0,0,0,0,0,1,0,0,0,,,,,
McGRAVE,NST,MonteCarlo,Proportional Exp,0.0,0.5,1000,2,91,222,312,2,2,13,13,3,91,9.49,5.14,4.35,0,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,Random,MonteCarlo,Robust,0.0,0.5,1000,2,121,286,406,3,1,11,11,4,121,9.92,5.29,4.63,0,0,0,0,0,0,0,0,0,1,0,,,,,
McGRAVE,Random,Score Bounded,MaxAvgScore,0.16666666666666666,0.5,1000,2,362,204,565,2,1,35,35,4,204,5.54,5.54,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
Progressive Widening,Random,Implicit Minimax,Proportional Exp,0.3333333333333333,0.5,1000,2,144,169,312,2,2,13,13,4,169,7.1,3.69,3.41,0,0,0,0,0,0,0,1,0,0,0,,,,,
Progressive Widening,MAST,MonteCarlo,MaxAvgScore,0.6333333333333333,0.5,1000,2,144,169,312,2,2,13,13,4,169,7.1,3.69,3.41,0,0,0,0,0,0,0,1,0,0,0,,,,,
Progressive Widening,NST,Score Bounded,Robust,0.43333333333333335,0.5,1000,2,64,81,144,2,1,9,9,4,81,6.72,3.56,3.16,0,0,0,0,0,0,0,1,0,0,0,,,,,
Implicit Minimax,MAST,Score Bounded,Proportional Exp,0.4,0.5,1000,2,121,144,264,2,1,12,12,4,144,7.03,3.67,3.36,0,0,0,0,0,0,0,1,0,0,0,,,,,
McBRAVE,NST,Score Bounded,Robust,0.36666666666666664,0.5,1000,2,8,11,18,2,2,3,5,2,21,4.73,3.27,1.45,0,0,0,0,0,0,0,1,0,1,0,,,,,
Alpha-Beta,NST,MonteCarlo,Proportional Exp,0.0,0.5,1000,2,14,30,96,2,1,7,7,4,30,8.27,6.4,1.87,0,0,0,0,0,0,0,1,0,0,0,,,,,
Implicit Minimax,MAST,Implicit Minimax,Robust,0.16666666666666666,0.5,1000,2,14,30,96,2,1,7,7,4,30,8.27,6.4,1.87,0,0,0,0,0,0,0,1,0,0,0,,,,,
Alpha-Beta,NST,Implicit Minimax,MaxAvgScore,0.26666666666666666,0.5,1000,2,14,30,96,3,1,7,7,4,33,8.27,6.4,1.87,0,0,0,0,0,0,0,1,0,1,0,,,,,
Implicit Minimax,NST,MonteCarlo,Robust,0.03333333333333333,0.5,1000,2,14,30,96,3,1,7,7,4,30,8.27,6.4,1.87,0,0,0,0,0,0,0,1,0,0,0,,,,,
Alpha-Beta,MAST,MonteCarlo,MaxAvgScore,0.43333333333333335,0.5,1000,2,14,30,96,2,1,7,7,4,30,8.27,6.4,1.87,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1,Random,MonteCarlo,Proportional Exp,0.0,0.5,1000,2,66,166,231,2,1,11,11,3,66,9.09,5.0,4.09,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,MAST,Score Bounded,Robust,0.1,0.5,1000,2,16,25,40,2,2,5,5,4,25,5.76,3.2,2.56,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1,NST,Implicit Minimax,MaxAvgScore,0.43333333333333335,0.5,1000,2,1681,1764,3444,2,2,41,41,4,1683,7.71,3.9,3.81,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 tuned,Random,Score Bounded,MaxAvgScore,0.4666666666666667,0.5,1000,2,64,81,144,2,1,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 tuned,MAST,Implicit Minimax,Proportional Exp,0.9333333333333333,0.5,1000,2,91,216,306,2,2,11,11,6,91,9.89,5.27,4.62,0,0,0,0,0,0,0,0,0,1,0,,,,,
McGRAVE,MAST,Implicit Minimax,Robust,0.0,0.5,1000,2,12,11,22,2,1,5,3,2,11,4.0,4.0,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 GRAVE,Random,Implicit Minimax,Robust,0.9666666666666667,0.5,1000,2,81,100,180,2,1,10,10,4,102,6.84,3.6,3.24,0,0,0,0,0,0,0,1,0,1,0,,,,,
UCB1 GRAVE,NST,Score Bounded,Proportional Exp,0.0,0.5,1000,2,216,127,342,2,1,13,13,6,127,5.39,5.39,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 tuned,NST,MonteCarlo,Robust,0.0,0.5,1000,2,66,166,231,2,1,11,11,3,66,9.09,5.0,4.09,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,MAST,MonteCarlo,MaxAvgScore,0.5,0.5,1000,2,37,96,132,2,1,7,7,6,37,8.76,4.86,3.89,1,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,Random,MonteCarlo,Proportional Exp,0.36666666666666664,0.5,1000,2,12,37,48,2,1,4,4,6,12,6.5,4.0,2.5,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,MAST,Score Bounded,Robust,0.7,0.5,1000,2,36,97,132,2,1,8,8,3,36,8.17,4.67,3.5,1,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,NST,Implicit Minimax,MaxAvgScore,0.5,0.5,1000,2,64,81,144,2,1,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,Random,Score Bounded,MaxAvgScore,0.0,0.5,1000,2,48,121,168,4,1,8,8,6,48,9.12,5.0,4.12,0,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,MAST,Implicit Minimax,Proportional Exp,0.1,0.5,1000,2,61,150,210,3,1,9,9,6,62,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0,,,,,
McGRAVE,Random,Implicit Minimax,Robust,0.0,0.5,1000,2,61,150,210,2,1,9,9,6,61,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,Random,MonteCarlo,MaxAvgScore,0.03333333333333333,0.5,1000,2,64,81,144,2,2,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
McGRAVE,NST,Score Bounded,Proportional Exp,0.1,0.5,1000,2,61,150,210,2,1,9,9,6,61,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,NST,MonteCarlo,Robust,0.0,0.5,1000,2,61,150,210,3,2,9,9,6,61,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0,,,,,
McGRAVE,MAST,MonteCarlo,MaxAvgScore,0.03333333333333333,0.5,1000,2,64,81,144,2,1,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Widening,Random,MonteCarlo,Proportional Exp,0.3333333333333333,0.5,1000,2,181,220,400,2,1,19,19,32,181,7.16,3.58,3.58,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Widening,MAST,Score Bounded,Robust,0.7666666666666667,0.5,1000,2,96,61,156,3,1,9,9,6,61,5.11,5.11,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
Progressive Widening,NST,Implicit Minimax,MaxAvgScore,0.4,0.5,1000,2,64,81,144,2,1,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
Implicit Minimax,Random,Score Bounded,MaxAvgScore,0.4666666666666667,0.5,1000,2,45,64,108,2,1,9,9,12,45,6.22,3.2,3.02,0,0,0,0,0,0,0,0,0,1,0,,,,,
Alpha-Beta,Random,Implicit Minimax,Robust,0.3,0.5,1000,2,61,150,210,2,1,9,9,6,63,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0,,,,,
Implicit Minimax,MAST,Implicit Minimax,Proportional Exp,0.2,0.5,1000,2,61,150,210,3,1,9,9,6,61,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0,,,,,
Alpha-Beta,NST,Score Bounded,Proportional Exp,0.13333333333333333,0.5,1000,2,192,114,305,2,2,12,12,6,114,5.35,5.35,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
McBRAVE,MAST,MonteCarlo,Proportional Exp,0.0,0.5,1000,2,64,81,144,2,2,8,8,4,65,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
Implicit Minimax,NST,MonteCarlo,Robust,0.13333333333333333,0.5,1000,2,61,150,210,2,1,9,9,6,61,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0,,,,,
Alpha-Beta,MAST,MonteCarlo,MaxAvgScore,0.2,0.5,1000,2,61,150,210,2,1,9,9,6,63,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,Random,MonteCarlo,Proportional Exp,0.0,0.5,1000,2,61,150,210,2,1,9,9,6,61,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,MAST,Score Bounded,Robust,0.5,0.5,1000,2,127,294,420,2,1,13,13,6,127,10.2,5.39,4.82,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,NST,Implicit Minimax,MaxAvgScore,0.13333333333333333,0.5,1000,2,61,150,210,2,1,9,9,6,61,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 tuned,Random,Score Bounded,MaxAvgScore,0.43333333333333335,0.5,1000,2,94,60,153,3,1,9,9,6,60,5.1,5.1,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 tuned,MAST,Implicit Minimax,Proportional Exp,0.06666666666666667,0.5,1000,2,61,150,210,2,2,9,9,6,61,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,Random,Implicit Minimax,Robust,0.9666666666666667,0.5,1000,2,91,216,306,2,1,11,11,6,91,9.89,5.27,4.62,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,NST,Score Bounded,Proportional Exp,0.0,0.5,1000,2,14,30,96,2,1,7,7,4,30,8.27,6.4,1.87,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 tuned,NST,MonteCarlo,Robust,0.6333333333333333,0.5,1000,2,14,30,96,3,1,7,7,4,30,8.27,6.4,1.87,0,0,0,0,0,0,0,1,0,0,0,,,,,
McGRAVE,Random,Score Bounded,Proportional Exp,0.4666666666666667,0.5,1000,2,40,33,72,2,2,7,7,16,74,4.36,4.36,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
UCB1 GRAVE,MAST,MonteCarlo,MaxAvgScore,0.36666666666666664,0.5,1000,2,324,361,684,3,1,19,19,4,361,7.38,3.79,3.59,0,0,0,0,0,0,0,1,0,0,0,,,,,
Progressive History,Random,MonteCarlo,Proportional Exp,0.16666666666666666,0.5,1000,2,81,100,180,2,1,9,9,4,81,6.72,3.56,3.16,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,MAST,Score Bounded,Robust,0.6,0.5,1000,2,64,96,168,4,1,11,11,16,66,5.25,2.75,2.5,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,NST,Implicit Minimax,MaxAvgScore,0.0,0.5,1000,2,127,294,420,2,1,13,13,6,127,10.2,5.39,4.82,0,0,0,0,0,0,0,0,0,1,0,,,,,
