variant_select,variant_simulation,variant_backprop,variant_finalmove,winrate,drawrate,score,n_timeouts,moveTime,maxMoves,game_numPlayers,game_numCells,game_numVertices,game_numEdges,game_numComponents,game_numPhases,game_numRows,game_numColumns,game_numCorners,game_numPlayableSites,game_avgNumDirections,game_avgNumOrthogonal,game_avgNumDiagonal,game_isStacking,game_isStochastic,game_hasHiddenInfo,game_requiresTeams,game_hasTrack,game_hasCard,game_hasHandDice,game_isVertexGame,game_isEdgeGame,game_isCellGame,game_isDeductionPuzzle,game_isSimultaneous,game_isAlternating,game_maxCount,game_maxLocalStates,game_stateSpaceLog
McGRAVE,Random,Heuristic,MaxAvgScore,0.0,0.0,0.0,0,0.5,2000,2,16,18,33,3,1,10,18,5,18,3.67,3.67,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
McBRAVE,Heuristic,Heuristic,Robust,0.02,0.0,0.02,0,0.5,2000,2,0,17,16,4,1,5,10,5,16,2.62,2.62,0.0,0,0,0,0,0,0,0,0,1,0,0,,,,,
Progressive History,Random,Qualitative,MaxAvgScore,0.0,0.0,0.0,0,2.0,2000,2,0,25,48,2,1,13,13,8,25,3.84,3.84,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 GRAVE,NST,Score Bounded,Robust,0.12,0.06,0.15,0,0.2,2000,2,13,36,42,1,1,3,20,16,36,3.78,2.33,1.44,0,0,0,0,1,0,0,1,0,0,0,,,,,
McBRAVE,PlayoutHS,MonteCarlo,Robust,0.0,0.89,0.445,0,0.5,2000,2,64,81,144,2,2,8,8,4,65,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
Noisy AG0,Heuristic,Heuristic,MaxAvgScore,0.0,0.0,0.0,0,1.0,2000,2,49,64,112,2,3,7,7,4,51,6.37,3.43,2.94,0,0,0,0,0,0,0,0,0,1,0,,,,,
Implicit Minimax,Random,AlphaGo,MaxAvgScore,0.1,0.78,0.49,0,0.2,2000,2,64,81,144,2,2,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
McGRAVE,Heuristic Sampling,Score Bounded,Proportional Exp,0.03,0.0,0.03,0,0.5,2000,2,64,81,144,2,2,8,8,4,65,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Bias,LGR,Heuristic,Robust,0.0,0.0,0.0,0,1.0,2000,2,49,64,112,3,2,7,7,4,49,6.37,3.43,2.94,0,0,0,0,0,0,0,0,0,1,0,,,,,
Alpha-Beta,NST,Implicit Minimax,Proportional Exp,0.0,0.04,0.02,0,2.0,2000,2,49,64,112,3,2,7,7,4,49,6.37,3.43,2.94,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,Heuristic,Qualitative,MaxAvgScore,0.02,0.0,0.02,0,0.2,2000,2,64,100,160,2,2,8,8,16,64,5.25,3.0,2.25,0,0,0,0,0,0,0,0,0,1,0,,,,,
Noisy AG0,MAST,MonteCarlo,MaxAvgScore,0.0,0.0,0.0,0,1.0,2000,2,0,14,10,1,1,4,4,10,14,1.43,1.43,0.0,0,0,0,0,1,0,0,1,0,0,0,,,,,
McGRAVE,MAST,Implicit Minimax,Robust,0.0,0.0,0.0,0,0.5,2000,2,0,17,28,2,1,9,9,8,17,3.29,3.29,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
Noisy AG0,Heuristic Sampling,AlphaGo,Robust,0.0,0.5,0.25,0,1.0,2000,2,0,12,25,2,1,3,7,2,12,4.17,4.17,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
McGRAVE,NST,MonteCarlo,MaxAvgScore,0.0,0.0,0.0,0,0.2,2000,2,14,30,96,3,2,4,4,4,35,8.27,6.4,1.87,0,0,0,0,0,0,0,1,0,1,0,,,,,
Noisy AG0,Random,MonteCarlo,Proportional Exp,0.0,0.0,0.0,0,0.5,2000,2,1,13,12,1,1,3,5,4,13,2.77,1.85,0.92,0,0,0,0,1,0,0,1,0,0,0,,,,,
Progressive History,Random,Heuristic,Proportional Exp,0.0,0.53,0.265,0,1.0,2000,2,9,16,24,2,1,3,3,4,9,4.44,2.67,1.78,0,0,0,0,0,0,0,0,0,1,0,,,,,
Alpha-Beta,Heuristic,Score Bounded,MaxAvgScore,0.0,0.0,0.0,0,2.0,2000,2,9,16,24,6,2,3,3,4,15,4.44,2.67,1.78,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Widening,PlayoutHS,Qualitative,Proportional Exp,0.0,0.0,0.0,0,0.2,2000,2,9,16,24,6,2,3,3,4,15,4.44,2.67,1.78,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 tuned,Heuristic Sampling,Score Bounded,Robust,0.45,0.0,0.45,0,0.5,2000,2,12,20,31,10,1,4,3,4,18,4.83,2.83,2.0,0,0,0,0,0,0,0,0,0,1,0,,,,,
Noisy AG0,PlayoutHS,Qualitative,MaxAvgScore,0.0,0.0,0.0,0,1.0,2000,2,12,20,31,10,1,4,3,4,18,4.83,2.83,2.0,0,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,NST,Qualitative,MaxAvgScore,0.07,0.0,0.07,0,2.0,2000,2,0,5,6,2,2,3,3,4,7,2.4,2.4,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
ExIt,LGR,MonteCarlo,MaxAvgScore,0.0,0.0,0.0,0,2.0,2000,2,4,9,12,4,1,2,2,4,4,3.0,2.0,1.0,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,HS Playout,MonteCarlo,Proportional Exp,0.01,0.0,0.01,0,0.2,2000,2,12,20,31,10,1,4,3,4,18,4.83,2.83,2.0,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Widening,Heuristic,MonteCarlo,Robust,0.0,1.0,0.5,0,0.5,2000,2,9,16,24,2,1,3,3,4,9,4.44,2.67,1.78,0,0,0,0,0,0,0,0,0,1,0,,,,,
Alpha-Beta,LGR,Qualitative,MaxAvgScore,0.0,0.0,0.0,0,1.0,2000,2,9,16,24,2,1,3,3,4,9,4.44,2.67,1.78,0,0,0,0,0,0,0,0,0,1,0,,,,,
AG0,Random,Qualitative,Proportional Exp,0.0,1.0,0.5,0,0.2,2000,2,256,289,544,2,2,16,16,4,256,7.27,3.75,3.52,0,0,0,0,0,0,0,0,0,1,0,,,,,
Alpha-Beta,MAST,Implicit Minimax,Proportional Exp,0.0,0.87,0.435,0,0.2,2000,2,315,352,666,3,1,15,21,4,321,7.33,3.77,3.56,0,0,0,0,0,0,0,0,0,1,0,,,,,
ExIt,LGR,MonteCarlo,Proportional Exp,0.12,0.0,0.12,0,0.2,2000,2,16,25,40,2,4,4,4,4,17,5.25,3.0,2.25,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 tuned,HS Playout,Qualitative,Proportional Exp,0.0,0.0,0.0,0,0.5,2000,2,169,196,364,2,1,13,13,4,169,7.1,3.69,3.41,0,0,0,0,0,0,0,0,0,1,0,,,,,
ExIt,Random,Implicit Minimax,Robust,0.4,0.0,0.4,0,1.0,2000,2,8,19,30,2,3,5,9,5,29,4.42,3.16,1.26,0,0,0,0,0,0,0,1,0,1,0,,,,,
Alpha-Beta,MAST,Qualitative,Proportional Exp,0.01,0.0,0.01,0,0.2,2000,2,36,49,88,2,3,7,7,4,87,6.37,3.59,2.78,0,0,0,0,0,0,0,1,0,1,0,,,,,
AG0,HS Playout,AlphaGo,Robust,0.0,0.0,0.0,0,0.5,2000,2,36,49,88,2,3,7,7,4,87,6.37,3.59,2.78,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive Bias,MAST,Score Bounded,MaxAvgScore,0.03,0.0,0.03,0,1.0,2000,2,77,100,172,2,1,9,9,8,257,6.75,3.53,3.22,0,0,0,0,0,0,0,0,1,1,0,,,,,
McBRAVE,Random,Implicit Minimax,MaxAvgScore,0.0,0.0,0.0,0,2.0,2000,2,64,81,144,2,1,8,8,4,208,6.56,3.5,3.06,0,0,0,0,0,0,0,0,1,1,0,,,,,
AG0,NST,Qualitative,Robust,0.06,0.0,0.06,0,0.2,2000,2,81,100,180,3,1,9,9,4,263,6.72,3.56,3.16,0,0,0,0,0,0,0,0,1,1,0,,,,,
Implicit Minimax,Heuristic Sampling,Score Bounded,Proportional Exp,0.0,0.0,0.0,0,0.5,2000,2,64,81,144,2,1,8,8,4,208,6.56,3.5,3.06,0,0,0,0,0,0,0,0,1,1,0,,,,,
UCB1,Heuristic,Qualitative,Robust,0.01,0.0,0.01,0,1.0,2000,2,64,81,144,2,2,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
Alpha-Beta,NST,Implicit Minimax,MaxAvgScore,0.5,0.0,0.5,0,0.5,2000,2,64,81,144,2,3,8,8,4,208,6.56,3.5,3.06,0,0,0,0,0,0,0,0,1,1,0,,,,,
Noisy AG0,HS Playout,Score Bounded,MaxAvgScore,0.17,0.0,0.17,0,0.2,2000,2,127,294,420,2,1,13,13,6,127,10.2,5.39,4.82,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Widening,LGR,AlphaGo,Proportional Exp,0.34,0.0,0.34,0,0.5,2000,2,127,294,420,2,1,13,13,6,127,10.2,5.39,4.82,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,Heuristic Sampling,Implicit Minimax,Robust,0.4,0.0,0.4,0,1.0,2000,2,169,384,552,2,1,15,15,6,169,10.44,5.47,4.97,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,MAST,MonteCarlo,MaxAvgScore,0.2,0.01,0.205,0,2.0,2000,2,8,16,23,1,4,2,9,2,16,4.38,2.88,1.5,0,0,0,0,1,0,0,1,0,0,0,,,,,
Noisy AG0,NST,AlphaGo,Proportional Exp,0.0,0.0,0.0,0,0.2,2000,2,18,52,69,2,1,5,5,6,18,7.33,4.33,3.0,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 tuned,HS Playout,Qualitative,Robust,0.0,0.0,0.0,0,0.5,2000,2,36,49,84,2,1,6,6,4,38,6.11,3.33,2.78,0,0,0,0,0,0,0,0,0,1,0,,,,,
Implicit Minimax,NST,Implicit Minimax,Robust,0.02,0.0,0.02,0,1.0,2000,2,81,100,180,2,1,10,10,4,100,6.84,3.6,3.24,0,0,0,0,0,0,0,1,0,0,0,,,,,
McGRAVE,LGR,Qualitative,MaxAvgScore,0.0,0.0,0.0,0,2.0,2000,2,64,81,144,2,1,9,9,4,81,6.72,3.56,3.16,0,0,0,0,0,0,0,1,0,0,0,,,,,
McBRAVE,Heuristic,Heuristic,Proportional Exp,0.09,0.0,0.09,0,0.2,2000,2,64,81,144,2,1,9,9,4,81,6.72,3.56,3.16,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 GRAVE,LGR,AlphaGo,Proportional Exp,0.03,0.0,0.03,0,1.0,2000,2,2,6,7,1,1,2,3,4,10,3.67,2.33,1.33,0,0,0,0,1,0,0,1,0,1,0,,,,,
ExIt,Heuristic Sampling,Implicit Minimax,MaxAvgScore,0.01,0.0,0.01,0,0.5,2000,2,144,169,312,2,1,13,13,4,169,7.1,3.69,3.41,0,0,0,0,0,0,0,1,0,0,0,,,,,
Progressive History,HS Playout,Heuristic,Proportional Exp,0.0,0.0,0.0,0,1.0,2000,2,144,169,312,2,1,13,13,4,169,7.1,3.69,3.41,0,0,0,0,0,0,0,1,0,0,0,,,,,
McBRAVE,PlayoutHS,MonteCarlo,Robust,0.0,0.01,0.005,0,2.0,2000,2,33,48,80,1,1,4,12,4,83,6.08,3.33,2.75,0,0,0,0,1,0,0,1,0,1,0,,,,,
UCB1,MAST,Heuristic,Robust,0.52,0.0,0.52,0,0.2,2000,2,12,37,48,2,1,4,4,6,12,6.5,4.0,2.5,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,Heuristic,MonteCarlo,Proportional Exp,0.0,0.0,0.0,0,0.5,2000,2,25,36,60,2,1,5,5,4,27,5.76,3.2,2.56,0,0,0,0,0,0,0,0,0,1,0,,,,,
Implicit Minimax,LGR,Qualitative,MaxAvgScore,0.0,0.0,0.0,0,1.0,2000,2,18,52,69,2,1,5,5,6,18,7.33,4.33,3.0,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Bias,Random,Score Bounded,Robust,0.0,0.0,0.0,0,2.0,2000,2,144,256,384,2,1,12,12,64,144,4.44,2.67,1.78,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,Random,Heuristic,MaxAvgScore,0.48,0.0,0.48,0,0.2,2000,2,61,150,210,1,1,9,9,6,61,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Widening,PlayoutHS,Score Bounded,MaxAvgScore,0.6,0.0,0.6,0,0.5,2000,2,37,96,132,3,1,7,7,6,37,8.76,4.86,3.89,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,NST,MonteCarlo,Proportional Exp,0.37,0.03,0.385,0,1.0,2000,2,7,14,20,1,1,2,8,2,16,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,1,0,,,,,
McBRAVE,HS Playout,Implicit Minimax,Proportional Exp,0.32,0.0,0.32,0,0.5,2000,2,1681,1764,3444,4,2,41,41,4,1681,7.71,3.9,3.81,1,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 tuned,MAST,MonteCarlo,Proportional Exp,0.37,0.0,0.37,0,2.0,2000,2,61,150,210,3,1,9,9,6,61,9.44,5.11,4.33,1,0,0,0,0,0,0,0,0,1,0,,,,,
Alpha-Beta,PlayoutHS,Score Bounded,MaxAvgScore,0.0,0.0,0.0,0,0.2,2000,2,18,32,49,4,1,7,8,16,32,5.31,3.06,2.25,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 GRAVE,MAST,Score Bounded,Proportional Exp,0.95,0.0,0.95,0,0.5,2000,2,81,100,180,4,2,10,10,4,102,6.84,3.6,3.24,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive Bias,NST,MonteCarlo,MaxAvgScore,0.02,0.0,0.02,0,1.0,2000,2,8,9,16,2,3,3,3,4,19,3.56,3.56,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Alpha-Beta,HS Playout,Score Bounded,Robust,0.02,0.0,0.02,0,0.2,2000,2,5,12,16,2,1,4,4,8,12,4.33,2.67,1.67,0,0,0,0,0,0,0,1,0,0,0,,,,,
McBRAVE,Heuristic,Heuristic,Proportional Exp,0.02,0.0,0.02,0,0.5,2000,2,5,12,16,2,1,4,4,8,12,4.33,2.67,1.67,0,0,0,0,0,0,0,1,0,0,0,,,,,
ExIt,MAST,AlphaGo,Robust,0.0,0.0,0.0,0,1.0,2000,2,18,32,49,4,1,7,8,16,32,5.31,3.06,2.25,0,0,0,0,0,0,0,1,0,0,0,,,,,
Progressive Bias,Heuristic Sampling,Score Bounded,Proportional Exp,0.5,0.0,0.5,0,2.0,2000,2,77,96,172,3,1,7,11,4,77,6.65,3.53,3.12,0,0,0,0,0,0,0,0,0,1,0,,,,,
Alpha-Beta,Random,Heuristic,Robust,0.5,0.0,0.5,0,0.2,2000,2,52,69,120,3,1,8,8,12,52,6.54,3.38,3.15,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 tuned,Random,Qualitative,Proportional Exp,0.0,0.0,0.0,0,0.2,2000,2,0,20,16,1,1,3,10,6,20,1.6,1.6,0.0,0,0,0,0,1,0,0,1,0,0,0,,,,,
AG0,MAST,MonteCarlo,MaxAvgScore,0.0,0.0,0.0,0,0.5,2000,2,0,7,10,2,1,5,5,3,9,2.86,2.86,0.0,1,0,0,0,0,0,0,1,0,1,0,,,,,
McBRAVE,NST,Score Bounded,Proportional Exp,0.0,0.0,0.0,0,1.0,2000,2,0,24,40,2,2,7,7,4,26,3.33,3.33,0.0,1,0,0,0,0,0,0,1,0,1,0,,,,,
UCB1 GRAVE,LGR,Score Bounded,Robust,0.18,0.0,0.18,0,0.2,2000,2,18,28,45,1,1,4,7,4,48,5.79,3.21,2.57,0,0,0,0,1,0,0,1,0,1,0,,,,,
ExIt,Random,MonteCarlo,Robust,0.16,0.35,0.335,0,0.5,2000,2,160,129,288,2,1,13,13,28,130,4.96,4.47,0.5,0,0,0,0,0,0,0,1,0,1,0,,,,,
AG0,Random,Implicit Minimax,Proportional Exp,0.03,0.0,0.03,0,1.0,2000,2,16,25,40,3,1,4,4,4,16,5.25,3.0,2.25,0,0,0,0,0,0,0,0,0,1,0,,,,,
Implicit Minimax,NST,Qualitative,Proportional Exp,0.5,0.0,0.5,0,2.0,2000,2,52,69,120,3,1,8,8,12,52,6.54,3.38,3.15,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Widening,MAST,MonteCarlo,Proportional Exp,0.5,0.0,0.5,0,0.2,2000,2,1261,2646,3906,4,1,41,41,6,1265,11.42,5.8,5.61,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,LGR,MonteCarlo,Robust,0.5,0.0,0.5,0,0.5,2000,2,61,150,210,1,1,9,9,6,61,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0,,,,,
McGRAVE,HS Playout,AlphaGo,Proportional Exp,0.43,0.0,0.43,0,1.0,2000,2,61,150,210,2,1,9,9,6,63,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,NST,Heuristic,Robust,0.0,0.0,0.0,0,2.0,2000,2,18,23,40,2,1,7,7,4,23,5.3,3.48,1.83,0,0,0,0,0,0,0,1,0,0,0,,,,,
Progressive History,Heuristic,MonteCarlo,Proportional Exp,0.0,0.93,0.465,0,0.2,2000,2,8,21,48,2,1,5,7,2,21,6.1,4.57,1.52,0,0,0,0,0,0,0,1,0,0,0,,,,,
Progressive Bias,LGR,Implicit Minimax,MaxAvgScore,0.31,0.0,0.31,0,0.5,2000,2,24,25,48,2,1,5,5,4,25,5.12,3.84,1.28,0,0,0,0,0,0,0,1,0,0,0,,,,,
Progressive Widening,PlayoutHS,MonteCarlo,Proportional Exp,0.5,0.0,0.5,0,1.0,2000,2,16,25,40,2,1,5,5,4,25,5.76,3.2,2.56,0,0,0,0,0,0,0,1,0,0,0,,,,,
Progressive Bias,MAST,AlphaGo,Robust,0.01,0.0,0.01,0,2.0,2000,2,2,9,10,2,1,3,3,4,9,3.11,2.22,0.89,0,0,0,0,0,0,0,1,0,0,0,,,,,
Noisy AG0,Random,Score Bounded,Robust,0.0,0.0,0.0,0,0.2,2000,2,200,231,430,20,2,10,20,4,210,7.12,3.7,3.42,0,0,1,0,0,0,0,0,0,1,0,,,,,
Progressive Widening,NST,Heuristic,MaxAvgScore,0.11,0.0,0.11,0,0.5,2000,2,3,24,48,2,2,7,7,4,29,5.0,4.0,1.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Implicit Minimax,PlayoutHS,Qualitative,Robust,0.0,0.0,0.0,0,1.0,2000,2,3,24,48,2,2,7,7,4,29,5.0,4.0,1.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive Bias,Heuristic Sampling,Score Bounded,Robust,0.0,0.0,0.0,0,2.0,2000,2,32,25,56,2,2,5,5,4,59,4.48,4.48,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
UCB1 GRAVE,Heuristic,MonteCarlo,MaxAvgScore,0.12,0.03,0.135,0,0.2,2000,2,32,25,56,2,2,5,5,4,59,4.48,4.48,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive Bias,Heuristic Sampling,Implicit Minimax,Robust,0.0,0.0,0.0,0,1.0,2000,2,13,18,30,2,1,5,5,12,61,5.0,3.33,1.67,0,0,0,0,0,0,0,1,1,1,0,,,,,
McBRAVE,HS Playout,AlphaGo,Proportional Exp,0.2,0.0,0.2,0,0.5,2000,2,32,25,56,2,2,5,5,4,58,4.48,4.48,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
McBRAVE,Random,Heuristic,MaxAvgScore,0.1,0.0,0.1,0,1.0,2000,2,64,81,144,2,3,9,9,4,146,6.72,3.56,3.16,0,0,0,0,0,0,0,1,0,1,0,,,,,
UCB1 tuned,PlayoutHS,Implicit Minimax,Proportional Exp,0.36,0.0,0.36,0,2.0,2000,2,64,81,144,2,3,9,9,4,146,6.72,3.56,3.16,0,0,0,0,0,0,0,1,0,1,0,,,,,
ExIt,NST,Score Bounded,Proportional Exp,0.0,0.0,0.0,0,0.2,2000,2,6,8,12,1,1,8,8,4,12,4.0,4.0,0.0,0,0,0,0,0,0,0,0,1,0,0,,,,,
McGRAVE,MAST,Heuristic,MaxAvgScore,0.0,0.0,0.0,0,0.5,2000,2,8,13,24,2,1,5,5,4,13,3.69,3.69,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1,PlayoutHS,Score Bounded,MaxAvgScore,0.4,0.02,0.41,0,1.0,2000,2,36,49,84,2,1,6,6,4,36,6.11,3.33,2.78,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Bias,HS Playout,MonteCarlo,MaxAvgScore,0.0,0.0,0.0,0,2.0,2000,2,32,45,76,2,1,7,7,8,45,6.22,3.38,2.84,0,0,0,0,0,0,0,1,0,0,0,,,,,
AG0,LGR,AlphaGo,Proportional Exp,0.0,0.0,0.0,0,0.2,2000,2,32,45,76,2,1,7,7,8,45,6.22,3.38,2.84,0,0,0,0,0,0,0,1,0,0,0,,,,,
McBRAVE,NST,MonteCarlo,Robust,0.45,0.0,0.45,0,0.5,2000,2,169,384,552,3,2,15,15,6,169,10.44,5.47,4.97,1,0,0,0,0,0,0,0,0,1,0,,,,,
Noisy AG0,Random,Heuristic,Proportional Exp,0.0,0.0,0.0,0,1.0,2000,2,18,19,36,4,1,7,9,6,19,5.05,3.79,1.26,0,0,0,0,0,0,0,1,0,0,0,,,,,
Progressive Widening,HS Playout,AlphaGo,Robust,0.5,0.0,0.5,0,2.0,2000,2,1,56,35,3,1,13,17,35,35,0.8,0.8,0.0,0,0,0,0,0,0,0,0,1,0,0,,,,,
Progressive Widening,MAST,Score Bounded,Robust,0.77,0.0,0.77,0,2.0,2000,2,25,48,71,8,1,5,7,11,25,4.08,2.32,1.76,1,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 tuned,NST,Heuristic,Robust,0.45,0.0,0.45,0,0.2,2000,2,32,25,56,2,2,5,5,4,58,4.48,4.48,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive History,Random,Qualitative,MaxAvgScore,0.0,0.07,0.035,0,0.5,2000,2,16,13,28,2,2,5,5,4,31,4.31,4.31,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive Bias,LGR,Score Bounded,Proportional Exp,0.0,0.0,0.0,0,1.0,2000,2,8,9,16,2,2,3,3,4,19,3.56,3.56,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Alpha-Beta,MAST,Implicit Minimax,Proportional Exp,0.06,0.0,0.06,0,2.0,2000,2,32,25,56,2,2,5,5,4,59,4.48,4.48,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
ExIt,LGR,Qualitative,MaxAvgScore,0.29,0.0,0.29,0,0.2,2000,2,32,25,56,2,2,5,5,4,58,4.48,4.48,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive Widening,PlayoutHS,Heuristic,Robust,0.52,0.0,0.52,0,0.5,2000,2,32,25,56,2,2,5,5,4,59,4.48,4.48,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Implicit Minimax,Random,AlphaGo,MaxAvgScore,0.46,0.0,0.46,0,1.0,2000,2,32,25,56,2,2,5,5,4,59,4.48,4.48,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
McBRAVE,Heuristic Sampling,MonteCarlo,Robust,0.01,0.0,0.01,0,2.0,2000,2,5,12,16,2,2,4,4,12,19,3.0,2.67,0.33,0,0,0,0,0,0,0,1,0,1,0,,,,,
McGRAVE,HS Playout,Score Bounded,Robust,0.3,0.0,0.3,0,0.2,2000,2,6,10,15,2,2,5,9,5,18,3.5,3.0,0.5,0,0,0,0,0,0,0,1,0,1,0,,,,,
Noisy AG0,Random,Score Bounded,Robust,0.0,0.0,0.0,0,0.2,2000,2,21,32,52,1,5,4,8,4,34,5.88,3.25,2.62,0,0,0,0,1,0,0,1,0,1,0,,,,,
UCB1,Heuristic,AlphaGo,Proportional Exp,0.44,0.0,0.44,0,0.5,2000,2,6,10,15,2,2,5,9,5,18,3.5,3.0,0.5,0,0,0,0,0,0,0,1,0,1,0,,,,,
McBRAVE,LGR,Heuristic,Robust,0.0,0.0,0.0,0,2.0,2000,2,114,217,330,2,1,15,15,18,114,9.42,4.21,3.21,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Bias,HS Playout,AlphaGo,MaxAvgScore,0.0,0.86,0.43,0,0.2,2000,2,157,105,252,4,1,22,21,12,157,10.36,2.79,2.75,0,0,0,0,0,0,0,0,0,1,0,,,,,
ExIt,Heuristic Sampling,Score Bounded,MaxAvgScore,0.0,0.0,0.0,0,0.5,2000,2,66,166,231,2,1,11,11,3,66,9.09,5.0,4.09,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 tuned,PlayoutHS,MonteCarlo,Proportional Exp,0.01,0.0,0.01,0,1.0,2000,2,66,166,231,2,1,11,11,3,66,9.09,5.0,4.09,0,0,0,0,0,0,0,0,0,1,0,,,,,
AG0,Random,AlphaGo,MaxAvgScore,0.0,0.0,0.0,0,2.0,2000,2,160,189,348,4,1,12,16,20,160,7.12,3.65,3.48,0,0,0,0,0,0,0,0,0,1,0,,,,,
ExIt,Heuristic,MonteCarlo,Proportional Exp,0.2,0.0,0.2,0,0.2,2000,2,100,145,260,2,1,14,14,20,100,5.4,2.8,2.6,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,PlayoutHS,Implicit Minimax,Robust,0.29,0.0,0.29,0,0.5,2000,2,100,145,260,2,1,14,14,20,100,5.4,2.8,2.6,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 tuned,LGR,Heuristic,MaxAvgScore,0.46,0.0,0.46,0,1.0,2000,2,100,145,260,2,1,14,14,20,100,5.4,2.8,2.6,0,0,0,0,0,0,0,0,0,1,0,,,,,
AG0,MAST,MonteCarlo,Robust,0.0,0.0,0.0,0,0.5,2000,2,64,81,144,2,1,8,8,4,64,6.56,3.5,3.06,0,0,1,0,0,0,0,0,0,1,0,,,,,
UCB1,NST,Score Bounded,MaxAvgScore,0.13,0.18,0.22,0,0.2,2000,2,11,20,30,2,1,15,11,5,20,5.6,3.0,2.6,0,0,0,0,0,0,0,1,0,0,0,,,,,
McGRAVE,Random,Score Bounded,Proportional Exp,0.06,0.0,0.06,0,0.5,2000,2,18,36,48,1,3,4,11,12,36,4.67,2.67,2.0,0,0,0,0,1,0,0,1,0,0,0,,,,,
UCB1 tuned,MAST,AlphaGo,Robust,0.5,0.0,0.5,0,1.0,2000,2,8,8,12,2,1,4,4,8,8,4.0,3.0,1.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
Implicit Minimax,Random,Implicit Minimax,MaxAvgScore,0.5,0.0,0.5,0,2.0,2000,2,8,8,12,2,1,4,4,8,8,4.0,3.0,1.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
Progressive Widening,NST,Qualitative,Proportional Exp,0.0,0.0,0.0,0,0.2,2000,2,72,216,306,1,2,11,11,6,72,6.67,3.5,3.17,0,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,NST,AlphaGo,MaxAvgScore,0.0,0.0,0.0,0,0.5,2000,2,0,17,28,2,1,9,9,8,17,3.29,3.29,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
